Pada, Artha1, Parva, Sandhi_no, Padya1
ಮುಕ್ಕುರುಕಿ, ಮುತ್ತಿಕೊಂಡು, ದ್ರೋಣ ಫರ್ವ,3,31
ಮುಕ್ಕುರುಕು, ಶಕ್ತಿಯನ್ನೆಲ್ಲಾ ಬಳಸು , ಗದಾ ಪರ್ವ,7,3
ಮುಕ್ಕುಳಿ, ಬಾಯಿ, ಕರ್ಣ ಪರ್ವ,18,1
ಮುಕ್ಕುಳಿಸಿ, ನುಂಗಿ ಹೊರಹಾಕು, ಭೀಷ್ಮ ಪರ್ವ,4,78
ಮುಕ್ಕುಳಿಸು, ತುಂಬಿಕೊಳ್ಳು, ಆದಿ ಪರ್ವ,19,37
ಮುಕ್ತ ಕೇಶಿ, ಕೆದರಿದ ತಲೆ ಕೂದಲಿನವರು, ಭೀಷ್ಮ ಪರ್ವ,5,32
ಮುಕ್ತಾ ಪ್ರಭೆ, ಮುತ್ತಿನ ಕಾಂತಿ, ವಿರಾಟ ಪರ್ವ,10,9
ಮುಕ್ತಾಫಲ, ಮುತ್ತುಗಳು, ಆದಿ ಪರ್ವ,13,17
ಮುಕ್ತಾವಳಿ, ಮುತ್ತುಗಳು, ವಿರಾಟ ಪರ್ವ,6,56
ಮುಖ, ಮೂಲಕ, ಆದಿ ಪರ್ವ,7,0
ಮುಖ, ಯುಕ್ತಿ, ಆದಿ ಪರ್ವ,13,64
ಮುಖ ಪಂಕರುಹವನ, ವೀರರ ಮುಖ ಕಮಲಗಳವನ, ಭೀಷ್ಮ ಪರ್ವ,5,22
ಮುಖಗೊಡು, ಗೋಚರಿಸು., ಕರ್ಣ ಪರ್ವ,6,17
ಮುಖರ, ಅತಿಯಾಗಿ ಮಾತನಾಡುವವ, ಆದಿ ಪರ್ವ,20,17
ಮುಗುದ, ಮುಗ್ಧ, ವಿರಾಟ ಪರ್ವ,2,9
ಮುಗುಳಂಬು, ಒಂದು ಬಗೆಯ ಚಿಕ್ಕ ಬಾಣ, ಕರ್ಣ ಪರ್ವ,18,22
ಮುಗುಳುನಗೆ, ಮಂದಹಾಸ, ಆದಿ ಪರ್ವ,15,24
ಹೊಡೆಗೆಡೆ, ಹೊಡೆದು ಕೆಳಕ್ಕೆ ಬೀಳಿಸು, ಶಲ್ಯ ಪರ್ವ,2,10
ಮುಗ್ಗಿದವು, ಮೈಯನ್ನು ಬಗ್ಗಿಸಿದವು, ಭೀಷ್ಮ ಪರ್ವ,9,38
ಮುಗ್ಗು, ಮುಂದಕ್ಕೆ ಬೀಳು, ಶಲ್ಯ ಪರ್ವ,2,10
ಮುಗ್ಗು, ಮುಗ್ಗರಿಸು, ಸಭಾ ಪರ್ವ,13,2
ಮುಗ್ಗು, ಮುಗ್ಗರಿಸು, ಕರ್ಣ ಪರ್ವ,2,4
ಮುಗ್ಗು, ಮುಗಿ ಬೀಳು., ಆದಿ ಪರ್ವ,20,61
ಮುಗ್ಗು, ಮುದುಡು, ಗದಾ ಪರ್ವ,6,28
ಮುಗ್ಗು, ಕುಸಿ, ವಿರಾಟ ಪರ್ವ,5,1
ಮುಗ್ಗು, ಕೆಡು , ಅರಣ್ಯ ಪರ್ವ,4,22
ಮುಚ್ಚಿದನು, ಮರೆಮಾಡಿದನು, ಭೀಷ್ಮ ಪರ್ವ,6,46
ಮುಟ್ಟದೇ, ತಟ್ಟದಿರಬಹುದೇ, ಭೀಷ್ಮ ಪರ್ವ,3,26
ಮುಟ್ಟಿಗೆ, ಸಣ್ಣ ಉಳಿ, ಕರ್ಣ ಪರ್ವ,24,46
ಮುಟ್ಟು, ಹೊಡೆ., ಗದಾ ಪರ್ವ,7,15
ಮುಡಿ, ಹೆಳಲು, ಉದ್ಯೋಗ ಪರ್ವ,4,81
ಮುಡಿಗೆ, ದಿಮ್ಮಿ, ದ್ರೋಣ ಪರ್ವ,3,3
ಮುಡಿಯರಳು, ಬಿಚ್ಚಿದ ಕೂದಲು  ಹಾಹಾರವ, ದ್ರೋಣ ಪರ್ವ,7,12
ಮುಡುಹು, ಕಾಲಹಿಮ್ಮಡಿ, ಅರಣ್ಯ ಪರ್ವ,10,9
ಮುತ್ತಯ, ಮುತ್ತಜ್ಜ, ಭೀಷ್ಮ ಪರ್ವ,9,47
ಮುತ್ತಯ, ತಾತ, ದ್ರೋಣ ಪರ್ವ,1,11
ಮುತ್ತಿತು, ಆವರಿಸಿತು., ಆದಿ ಪರ್ವ,11,33
ಮುತ್ತಿದರು, ಸುತ್ತುವರಿದರು., ಗದಾ ಪರ್ವ,4,0
ಮುದಮಿಗು, ಸಂತೋಷ ಹೆಚ್ಚಾಗು, ವಿರಾಟ ಪರ್ವ,9,32
ಮುದ್ಗರ, ಒನಕೆಯ ರೀತಿಯ ಮರದ ಆಯುಧ, ದ್ರೋಣ ಪರ್ವ,12,31
ಮುದ್ರಿಸು, ಮುಚ್ಚಿಹಾಕು, ದ್ರೋಣ ಪರ್ವ,5,31
ಮುನಿ, ಆ ಚಂಡ ಕೌಶಿಕ ಮುನಿಯು, ಸಭಾ ಪರ್ವ,2,41
ಮುನಿದು, ಕೋಪಿಸಿಕೊಂಡು, ದ್ರೋಣ ಪರ್ವ,1,29
ಮುನಿಭಾಷಿತ, ಮುನಿಯ ಮಾತು, ಗದಾ ಪರ್ವ,11,13
ಮುನಿಯೆನು, ಕೋಪಗೊಳ್ಳೆನು, ಭೀಷ್ಮ ಪರ್ವ,7,25
ಮುನ್ನ, ಮೊದಲು, ದ್ರೋಣ ಪರ್ವ,5,65
ಮುನ್ನ, ಈ ಹಿಂದೆ, ವಿರಾಟ ಪರ್ವ,3,84
ಮುನ್ನೋಟವಿಕ್ಕಿತು, ಮೊದಲೇ ಓಟಕಿತ್ತರು, ಭೀಷ್ಮ ಪರ್ವ,9,27
ಮುಪ್ಪಿನ ಮುಗುದ, ಅರುಳು ಮರಳಾದವನು, ಭೀಷ್ಮ ಪರ್ವ,1,35
ಮುಮ್ಮಳಿಯೋದುದು, ರೂಪಳಿದ ಸಾವಿಗೀಡಾಯಿತು, ಗದಾ ಪರ್ವ,9,42
ಮುಮ್ಮಾರು, ಪರಾಧೀನವಾಗು, ಅರಣ್ಯ ಪರ್ವ,17,2
ಮುಮ್ಮಾರು ಹೋಗು<ಮುಮ್ಮಾ¾ುವೊಗು, ಮೊದಲೇ ಮೆಚ್ಚಿಕೋ , ವಿರಾಟ ಪರ್ವ,2,34
ಮುಮ್ಮಾರುವೋಗು, ಪರಾಧೀನವಾಗು, ಕರ್ಣ ಪರ್ವ,6,22
ಮುಮ್ಮುಳಿಗೊಂಡು, ರೂಪಗೇಡಿಯಾಗಿ ನಾಶವಾಗು, ಕರ್ಣ ಪರ್ವ,10,18
ಮುಮ್ಮುಳಿತ, ಹೀನಾಯವಾದ ಸಾವು, ದ್ರೋಣ ಪರ್ವ,4,7
ಮುಮ್ಮುಳಿತ, ನಿರ್ಬಲ , ಗದಾ ಪರ್ವ,1,51
ಮುಮ್ಮುಳಿತ ವಾಯ್ತು, ರೂಪವಿಕಾರವಾದ ಸಾವುಂಟಾಯಿತು, ದ್ರೋಣ ಪರ್ವ,10,21
ಮುಮ್ಮೊನೆ, ಮೂರುತದಿಗಳ ಅಲಗಿನ, ಭೀಷ್ಮ ಪರ್ವ,4,94
ಮುಮ್ಮೊನೆಯ, ಚಾಚಿಕೊಂಡ ಚೂಪು ತುದಿಯ, ದ್ರೋಣ ಪರ್ವ,6,11
ಮುಯಿಮುಟ್ಟು, ತೆಗೆದುಕೊಂಡದ್ದಕ್ಕೆ, ಆದಿ ಪರ್ವ,10,18
ಮುಯ್ಯಾಂತು, ಉಡುಗೊರೆಗಳನ್ನು ನೀಡಿ  ಮನ್ನಿಸಿ, ದ್ರೋಣ ಪರ್ವ,4,11
ಮುಯ್ಯಾನು, ಸದರದಿಂದಿರು , ವಿರಾಟ ಪರ್ವ,8,46
ಮುಯ್ಯಿ, ಓದಿಸುವ ಮೆಚ್ಚು ಕಾಣಿಕೆ, ವಿರಾಟ ಪರ್ವ,10,78
ಮುಯ್ವುನು ಆನುವುದು, ನೆರವು ನೀಡುವುದು (ಭುಜಗೊಡುವುದು), ಭೀಷ್ಮ ಪರ್ವ,1,23
ಮುರ, ನರಕಾಸುರನ ಪರಿವಾರದ ಒಬ್ಬ ರಾಕ್ಷಸ, ಆದಿ ಪರ್ವ,13,66
ಮುರಮಥನನು, ಕೃಷ್ಣನು, ಸಭಾ ಪರ್ವ,2,119
ಮುರವು, ಕುಸಿತ, ಆದಿ ಪರ್ವ,19,17
ಮುರವೈರಿ, ಕೃಷ್ಣ, ವಿರಾಟ ಪರ್ವ,10,31
ಮುರವೈರಿ, ಕೃಷ್ಣ., ಗದಾ ಪರ್ವ,12,3
ಮುರಾಂತಕ, ಮುರನನ್ನು ಕೊಂದವನು, ಸಭಾ ಪರ್ವ,5,35
ಮುರಾರಿ, ಕೃಷ್ಣ (ಮುರ ಎಂಬ ರಾಕ್ಷಸನ ಶತ್ರು), ಆದಿ ಪರ್ವ,17,5
ಮುರಿ, ಭಂಗಿಸು , ವಿರಾಟ ಪರ್ವ,5,22
ಮುರಿ, ಸಂಹರಿಸು, ಗದಾ ಪರ್ವ,8,18
ಮುರಿ, ಹಿಂದಕ್ಕೆ ತಿರುಗು, ಶಲ್ಯ ಪರ್ವ,2,53
ಮುರಿ, ಪಕ್ಕಕ್ಕೆ ಹೊರಳು, ದ್ರೋಣ ಪರ್ವ,2,34
ಮುರಿ, ಕೊಂದು, ಉದ್ಯೋಗ ಪರ್ವ,4,101
ಮುರಿ, ತುಂಡಾಗು, ಆದಿ ಪರ್ವ,20,41
ಮುರಿ, ತಿರಸ್ಕರಿಸು, ಗದಾ ಪರ್ವ,7,15
ಮುರಿ, ತಿರುಗು , ಶಲ್ಯ ಪರ್ವ,3,60
ಮುರಿ, ತಿರುಚು, ಅರಣ್ಯ ಪರ್ವ,6,30
ಮುರಿ ಮುರಿದು, ಮತ್ತೆ ಮತ್ತೆ ಬರುವ, ಆದಿ ಪರ್ವ,9,10
ಮುರಿಕೊಳಿಸಿ, ಮುನ್ನುಗ್ಗಿ, ಭೀಷ್ಮ ಪರ್ವ,4,68
ಮುರಿದ, ಬಾಗಿದ, ಶಲ್ಯ ಪರ್ವ,2,6
ಮುರಿದ, ಹಿಂದಿರುಗಿದ, ಗದಾ ಪರ್ವ,4,3
ಮುರಿದಂದದಲಿ, ಚುಚ್ಚಿಕೊಂಡ ಹಾಗೆ, ವಿರಾಟ ಪರ್ವ,9,6
ಮುರಿದನು, ಹಿಂದಿರುಗಿದನು, ಭೀಷ್ಮ ಪರ್ವ,6,46
ಮುರಿದನು, ನಾಶಗೊಳಿಸಿದನು., ದ್ರೋಣ ಪರ್ವ,14,0
ಮುರಿದರು, ಸೋಲಿಸಿದರು, ದ್ರೋಣ ಪರ್ವ,2,70
ಮುರಿದಿರಿ, ಕೊಂದಿರಿ , ಗದಾ ಪರ್ವ,12,11
ಮುರಿದುದು, ಹಿಂತಿರುಗಿತು., ಭೀಷ್ಮ ಪರ್ವ,9,24
ಮುರಿದುಬಹ, ಸೋತು ಹಿಮ್ಮೆಟ್ಟಿಬರುವ, ಭೀಷ್ಮ ಪರ್ವ,6,5
ಮುರಿದುವು, ತಿರುಗಿದುವು, ಗದಾ ಪರ್ವ,2,38
ಮುರಿದೆವು, ಕೊಂದು ಹಾಕಿದೆ, ಸಭಾ ಪರ್ವ,2,24
ಮುರಿದೋಡು, ಹಿಂದಕ್ಕೆ ಹೋಗು, ದ್ರೋಣ ಪರ್ವ,5,27
ಮುರಿಯೆ, ಸೋಲಿಸಲು, ಸಭಾ ಪರ್ವ,4,5
ಮುರಿಯೆಚ್ಚು, ಸೋಲುವ ಹಾಗೆ ಹೊಡೆದು, ದ್ರೋಣ ಪರ್ವ,1,60
ಮುರಿಯೆಸೆತ, ಚೂರು ಚೂರಾಗುವಂತೆ ಬಾಣ ಪ್ರಯೋಗ ಮಾಡುವುದು, ಭೀಷ್ಮ ಪರ್ವ,5,14
ಮುರಿವಡಿ, ಮುರಿದುಬೀಳು, ಗದಾ ಪರ್ವ,2,20
ಮುರಿವಡೆ, ಸೋಲಿಸಲು , ಶಲ್ಯ ಪರ್ವ,1,31
ಮುರಿವಡೆ, ವಿಮುಖನಾಗು, ಗದಾ ಪರ್ವ,1,62
ಮುರಿವಡೆ, ನಾಶವಾಗು, ದ್ರೋಣ ಪರ್ವ,10,12
ಮುರಿವು, ಬಾಗುಗಳು, ಭೀಷ್ಮ ಪರ್ವ,6,33
ಮುರಿವುಗಳ, ತುಣುಕುಗಳ, ಭೀಷ್ಮ ಪರ್ವ,6,32
ಮುರಿವುದೆ, ಓಡಿಸಬಹುದೆ, ದ್ರೋಣ ಪರ್ವ,1,29
ಮುರುಕ, ವಿಲಾಸ , ಗದಾ ಪರ್ವ,2,9
ಮುರುಕ, ಅಬ್ಬರ, ಸಭಾ ಪರ್ವ,8,46
ಮುರುಕ, ನಿರ್ದಯತೆ, ಸಭಾ ಪರ್ವ,14,94
ಮುರುಕಿಸು, ಮುಖ ವಿಕಾರಿಸು, ಗದಾ ಪರ್ವ,7,31
ಮುರುಕಿಸು, ಗರ್ವಿಸು, ಸಭಾ ಪರ್ವ,2,27
ಮುರುಚಿಕೊ, ಮುದುರಿಕೊ, ಕರ್ಣ ಪರ್ವ,18,2
ಮುರುಚು, ತಿರುಗಿಸು , ವಿರಾಟ ಪರ್ವ,3,14
ಮುರುಡಿಸು, ಮುರುಟಿಸು, ಆದಿ ಪರ್ವ,8,18
ಮುರುವು, ಹಿಂಜರಿತ, ಆದಿ ಪರ್ವ,8,81
ಮುರುಹಿದವು, ಬಾಗಿದುವು, ವಿರಾಟ ಪರ್ವ,10,54
ಮುರುಹು, ವಕ್ರತೆ, ಆದಿ ಪರ್ವ,8,70
ಮುವ್ವತ್ತಾರು ತತ್ವ, ಭೂತ ಪಂಚಕ, ಸಭಾ ಪರ್ವ,9,12, , , ಪಂಚ ತನ್ಮಾತ್ರ , ವಿಷಯ ಪಂಚಕ ,   ಅಂತಃಕರಣ ಚತುಷ್ಟಯ ,  ಪ್ರಕೃತಿ ,  ಅವ್ಯಕ್ತ., E2BAE8E8B6D8D8B7E5BA00D8B6D8E8B6, , , , , 
ಮುಷ್ಟಿಗೆ, ಸಣ್ಣ ಉಳಿಯಂತಹ ಒಂದು ಆಯುಧ, ಕರ್ಣ ಪರ್ವ,24,50
ಮುಸಲ, ಬಲರಾಮನ ಆಯುಧ, ಗದಾ ಪರ್ವ,8,25
ಮುಸಲ, ಒನಕೆ, ಕರ್ಣ ಪರ್ವ,18,23
ಮುಸಲ, ಗದೆÉ, ಗದಾ ಪರ್ವ,5,56
ಮುಸಲಧರ, ಗದಾಧರÀ , ಗದಾ ಪರ್ವ,5,57
ಮುಸಲಹತಿ, ಒನಕೆಯ ಪೆಟ್ಟು, ಸಭಾ ಪರ್ವ,12,55
ಮುಸುಂಡಿ, ಮೂರು ಮೊನೆಯ ಆಯುಧ, ದ್ರೋಣ ಪರ್ವ,12,9
ಮುಸುಕಿದ, ಅಪ್ಪಳಿಸಿದ, ವಿರಾಟ ಪರ್ವ,6,59
ಮುಸುಕಿದ, ಆವರಿಸಿದನು, ಭೀಷ್ಮ ಪರ್ವ,6,24
ಮುಸುಕು, ಕವಿ, ಆದಿ ಪರ್ವ,12,19
ಮುಸುಕು, ಕವಿದ ವಸ್ತ್ರ, ವಿರಾಟ ಪರ್ವ,6,7
ಮುಸುಡು, ಮೋರೆ, ವಿರಾಟ ಪರ್ವ,7,49
ಮುಹುಳಿ, ಮೂಳಿ, ಕರ್ಣ ಪರ್ವ,19,55
ಮುಹೂರ್ತ, ಲಗ್ನ, ಆದಿ ಪರ್ವ,17,29
ಮುಳಿ, ಸಿಟ್ಟಾಗು, ಉದ್ಯೋಗ ಪರ್ವ,9,48
ಮುಳಿ, ಕೋಪಗೊಳ್ಳು, ಆದಿ ಪರ್ವ,10,36
ಮುಳಿದು ಹೇಳಿಕೆಯಾದ, ಅಂದರೆ ಕೋಪದಿಂದ ಬಂದು ಎದುರಿಸಿ ಅಪಹಾಸ್ಯಕ್ಕೆ ಗುರಿಯಾದ, ವಿರಾಟ ಪರ್ವ,1,4
ಮುಳಿಯಿಸು, ಕಂಗೆಡಿಸು, ಭೀಷ್ಮ ಪರ್ವ,4,61
ಮುಳಿಸಿನಲಿ, ಕೋಪದಲ್ಲಿ, ಭೀಷ್ಮ ಪರ್ವ,6,21
ಮುಳುಗಿತು, ನಾಶವಾಯಿತು , ಗದಾ ಪರ್ವ,11,68
ಮುಳುಮುತ್ತ, ಪಲಾಶ, ಅರಣ್ಯ ಪರ್ವ,19,38
ಮುಳುವೇಲಿಗೆ, ಮುಳ್ಳಿನ ಬೇಲಿಗೆ, ದ್ರೋಣ ಪರ್ವ,8,44
ಮೂಕದನುಜ, 'ಮೂಕ'ನೆಂಬ ರಾಕ್ಷಸ, ಗದಾ ಪರ್ವ,6,34
ಮೂಗುಮಾರಿ, ಮಾನಗೇಡಿ, ಅರಣ್ಯ ಪರ್ವ,6,81
ಮೂಗುರ್ಚಿ, ಅಧೀನಕ್ಕೆ ಒಳಗಾದವನು. ಮೂಗುದಾರ ಹಾಕಿಸಿಕೊಂಡ ಪ್ರಾಣಿಯಂತೆ ಇರುವವನು., ವಿರಾಟ ಪರ್ವ,3,61
ಮೂಡಣರಸುಗಳು, ಪೂರ್ವದಿಕ್ಕಿನ ರಾಜರುಗಳು, ವಿರಾಟ ಪರ್ವ,1,3
ಮೂಡಲು, ಸೂರ್ಯಮೂಡುವ ದಿಕ್ಕು, ಗದಾ ಪರ್ವ,9,15
ಮೂಡಲು ಕೆಂಪೇರೆ, ಬೆಳಗಾಗಲು, ಭೀಷ್ಮ ಪರ್ವ,7,3
ಮೂಡು, ಕಾಣಿಸಿಕೊಳ್ಳು, ಆದಿ ಪರ್ವ,8,48
ಮೂಢ, ಮೂರ್ಖ, ಭೀಷ್ಮ ಪರ್ವ,3,41
ಮೂದಲಿಸಿ, ಹಂಗಿಸಿ, ಭೀಷ್ಮ ಪರ್ವ,4,29
ಮೂದಲಿಸು, ಹೀಯಾಳಿಸು, ಭೀಷ್ಮ ಪರ್ವ,5,5
ಮೂರುಶಕ್ತಿ, ಪ್ರಭುಶಕ್ತಿ, ಸಭಾ ಪರ್ವ,1,36, , , E2BBE5BAE9B6C9D8B8, , , , , , , , , , 
ಮೂರ್ಛಿತೆ, ಪ್ರಜ್ಞೆಯನ್ನು ಕಳೆದುಕೊಂಡವಳು, ಗದಾ ಪರ್ವ,11,71
ಮೂರ್ತಿತ್ರಯ, ಹರಿ, ದ್ರೋಣ ಪರ್ವ,7,35
ಮೂರ್ಧಾಭಿಷೇಚನ, ನೆತ್ತಿಯ ಭಾಗದಿಂದ ಮಾಡುವ ಅಭಿಷೇಕ, ದ್ರೋಣ ಪರ್ವ,1,37
ಮೂರ್ಧಾಭಿಷೇಚನ, ಮಸ್ತಕಾಭಿಷೇಕ (ಪವಿತ್ರವಾದ ನದಿಗಳ ನೀರಿನಿಂದ ಶಿರಸ್ನಾನ ಮಾಡಿಸುವುದು) ಶೈಲ, ಆದಿ ಪರ್ವ,7,55
ಮೂಲ, ಬೇರು, ಆದಿ ಪರ್ವ,17,18
ಮೂಲೆಯವದಿರು, ಕೆಲಸಕ್ಕೆ ಬಾರದವರು, ಆದಿ ಪರ್ವ,20,37
ಮೂಹೊರಡ, ಮೂರು ಡೊಂಕುಗಳ, ಸಭಾ ಪರ್ವ,10,17
ಮೂಹೊರಡು, ಮೂರು ವಕ್ರತೆಗಳು, ಸಭಾ ಪರ್ವ,14,118
ಮೃಕಂಡುಸುತ, ಮಾರ್ಕಂಡೇಯ, ಗದಾ ಪರ್ವ,13,2
ಮೃಗ, ಪ್ರಾಣಿಗಳು, ಗದಾ ಪರ್ವ,12,4
ಮೃಗಗಣ, ಪ್ರಾಣಿಸಮೂಹ, ಗದಾ ಪರ್ವ,8,4
ಮೃಗತೃಷ್ಣಾ, ಬಿಸಿಲ್ಗುದುರೆಯನ್ನು ನೀರೆಂದು ಭ್ರಮಿಸಿ ಧಾವಿಸುವ ಜಿಂಕೆಯ ದಾಹ, ಸಭಾ ಪರ್ವ,14,95
ಮೃಗಪೋತ, ಜಿಂಕೆಯ ಮರಿ, ದ್ರೋಣ ಪರ್ವ,6,14
ಮೃಗಯಾವ್ಯಸನ, ಬೇಟೆಯ ಚಟ, ಸಭಾ ಪರ್ವ,12,89
ಮೃಗವೇಂಟೆಕಾರ, ಪ್ರಾಣಿಗಳನ್ನು ಬೇಟೆಯಾಡುವವನು , ಗದಾ ಪರ್ವ,4,42
ಮೃಗಾವನ, ಕತ್ತೆಕಿರುಬ, ಆದಿ ಪರ್ವ,20,51
ಮೃತ ಜಾತ, ಜನನ ಮರಣ ಇರುವವನು, ಭೀಷ್ಮ ಪರ್ವ,3,49
ಮೃಷ್ಟ ಭೋಜನ, ರುಚಿಕರವಾದ ಊಟ, ಆದಿ ಪರ್ವ,11,7
ಮೃಷ್ಟಾನ್ನ, ರಸಕವಳ, ವಿರಾಟ ಪರ್ವ,7,14
ಮೆಕ್ಕೆ, ವಿಷಫಲ ಬಿಡುವ ಒಂದು ಬಳ್ಳಿ, ಆದಿ ಪರ್ವ,8,76
ಮೆಚ್ಚಿಸು, ಸಂತೋಷಪಡಿಸು, ಆದಿ ಪರ್ವ,6,16
ಮೆಚ್ಚು, ಬಹುಮಾನ , ಗದಾ ಪರ್ವ,4,51
ಮೆಟ್ಟಕ್ಕಿ, ವಧೂವರರು ವಿವಾಹಕಾಲದಲ್ಲಿ ಮೆಟ್ಟುವ ಅಕ್ಕಿ, ಆದಿ ಪರ್ವ,16,65
ಮೆಟ್ಟು, ತುಳಿ , ಗದಾ ಪರ್ವ,8,14
ಮೆಟ್ಟುವ, ತುಳಿಯುವ, ಭೀಷ್ಮ ಪರ್ವ,5,21
ಮೆತ್ತಿಗೆ ವಸೆ, ಮೆತ್ತಿಕೊಂಡಿರುವ ಕೊಬ್ಬು, ಕರ್ಣ ಪರ್ವ,19,20
ಮೆದಕು, ?, ದ್ರೋಣ ಪರ್ವ,2,57
ಮೆಯ್ಮಾರಿ, ಮೈಮರೆತವನು, ಆದಿ ಪರ್ವ,20,37
ಮೆಯ್ಯಿಕ್ಕು, ದೀರ್ಘದಂಡ ನಮಸ್ಕಾರ ಮಾಡು, ಗದಾ ಪರ್ವ,11,53
ಮೆಯ್ಯಿಕ್ಕು, ನಮಸ್ಕರಿಸು , ಗದಾ ಪರ್ವ,11,37
ಮೆರೆ, ಶೋಭಿಸಿ, ಆದಿ ಪರ್ವ,10,7
ಮೆರೆ, ಪ್ರದರ್ಶಿಸು, ಆದಿ ಪರ್ವ,14,2
ಮೆರೆ, ಕಾಣಿಸಿಕೊಳು, ಆದಿ ಪರ್ವ,8,62
ಮೆಲ್ನುಡಿ, ಮೃದುವಾದ ಮಾತು, ಆದಿ ಪರ್ವ,13,10
ಮೆಳೆ, ಪೊದರು, ಆದಿ ಪರ್ವ,20,27
ಮೆಳೆ, ಬಿದಿರಿನ ಗಿಡಗಳ ಗುಂಪು, ದ್ರೋಣ ಪರ್ವ,2,70
ಮೆಳೆ, ಮುಳ್ಳಿನ ಗಿಡಬಳ್ಳಿಗಳ ಪೊದೆ, ಗದಾ ಪರ್ವ,4,59
ಮೆಳೆ ಮರಂಗಳ, ಪೊದೆಗಳ ಮತ್ತು ಮರಗಳ, ಸಭಾ ಪರ್ವ,1,74
ಮೆಳೆಸಂದಣಿ, ಬಿದಿರುಮೆಳೆಗಳು, ಗದಾ ಪರ್ವ,4,50
ಮೇಖಲೆ, ಒಡ್ಯಾಣ, ಸಭಾ ಪರ್ವ,13,59
ಮೇಗರೆ, ಮೇಲಿನ, ಉದ್ಯೋಗ ಪರ್ವ,9,74
ಮೇಗಾಳಿ, ಮೇಲುಗಡೆಯ ದಿಕ್ಕಿನಿಂದ ಬರುವ ಗಾಳಿ, ಆದಿ ಪರ್ವ,9,10
ಮೇಗಿವರ, (ಮೇಗೆ+ಇವರ) ಇನ್ನು ಮೇಲೆ, ಗದಾ ಪರ್ವ,12,20
ಮೇಘತರು, ಮೋಡವೆಂಬ ಮರ, ಭೀಷ್ಮ ಪರ್ವ,4,88
ಮೇಘಧ್ವಾನ, ಮೋಡಗಳ ಧ್ವನಿ (ಸಿಡಿಲು ಗುಡುಗು), ಭೀಷ್ಮ ಪರ್ವ,4,98
ಮೇಘವ್ಯೂಹ, ಮೋಡಗಳ ಸಮೂಹ, ಆದಿ ಪರ್ವ,20,32
ಮೇಘಾಳಿ, ಮೋಡಗಳ ಸಮೂಹ, ದ್ರೋಣ ಪರ್ವ,1,29
ಮೇದನಿ, ನೆಲ/ಭೂಮಿ, ಉದ್ಯೋಗ ಪರ್ವ,9,43
ಮೇದಿನಿ, ರಾಜ್ಯ (ಭೂಮಿ), ವಿರಾಟ ಪರ್ವ,10,85
ಮೇದಿನೀ ಜನ, ಭೂಮಿಯ ಜನರು, ವಿರಾಟ ಪರ್ವ,10,80
ಮೇದಿನೀತಲ, ಭೂಮಂಡಲ, ಭೀಷ್ಮ ಪರ್ವ,3,61
ಮೇಧಸ್ಸು, ಮೆದುಳು, ಉದ್ಯೋಗ ಪರ್ವ,4,92
ಮೇರೆದಪ್ಪುವ, ಹದ್ದು ಮೀರುವ, ಭೀಷ್ಮ ಪರ್ವ,1,39
ಮೇಲಂಕಣದ ಭಾರಣೆ, ಮತ್ತೊಂದು ಯುದ್ಧದ ದಾಳಿ, ವಿರಾಟ ಪರ್ವ,5,5
ಮೇಲಣ, ಮರುದಿನ, ಭೀಷ್ಮ ಪರ್ವ,7,1
ಮೇಲಣ ಅಮರರು, ಸ್ವರ್ಗಲೋಕದ ದೇವತೆಗಳು, ಭೀಷ್ಮ ಪರ್ವ,5,14
ಮೇಲಣಂಕಣ, ಯುದ್ಧರಂಗದ ಎತ್ತರ ಪ್ರದೇಶ, ಗದಾ ಪರ್ವ,11,63
ಮೇಲಪ್ಪುದು, ಮುಂದೆ ಆಗುವುದು, ಗದಾ ಪರ್ವ,9,12
ಮೇಲಾಯಿ, ಮಿಗಿಲಾಗಿ, ಆದಿ ಪರ್ವ,10,11
ಮೇಲಾಳು, ವೀರಪ್ರಮುಖ, ವಿರಾಟ ಪರ್ವ,5,1
ಮೇಲಾಳು, ರಥದ ಮೇಲಿನಿಂದ ಯುದ್ಧ ಮಾಡುವ ಶೂರರು, ದ್ರೋಣ ಪರ್ವ,15,69
ಮೇಲು ಶಕುನ, ಮಂಗಳ ಸೂಚಕವಾದ ಶಕುನ ಪಕ್ಷಿ, ವಿರಾಟ ಪರ್ವ,1,225
ಮೇಲುಕಟ್ಟು, ಮಂಟಪದ ಮೇಲ್ಭಾಗದಲ್ಲಿ ಆಲಂಕಾರಿಕವಾಗಿ ಕಟ್ಟುವ ಬಟ್ಟೆ, ಆದಿ ಪರ್ವ,12,11
ಮೇಲುಗಟ್ಟು, ಚಿತ್ರಪಟಗಳು, ಉದ್ಯೋಗ ಪರ್ವ,8,3
ಮೇಲುಗಾಣನು, ಸದ್ಗತಿಯ ಬಗೆಗೆ ಯೋಚಿಸುತ್ತಿಲ್ಲ, ವಿರಾಟ ಪರ್ವ,2,24
ಮೇಲುಗಾಳಗದ, ಯುದ್ಧದಲ್ಲಿ ಗೆದ್ದ ಸಂತೋಷದಲ್ಲಿ, ಸಭಾ ಪರ್ವ,1,1
ಮೇಲುಗುದುರೆ, ಶ್ರೇಷ್ಠವಾದ ಕುದುರೆಗಳು, ದ್ರೋಣ ಪರ್ವ,8,44
